obs_id,Month,number_of_fixations,value,SiteId
73,2016-01,742,10392.048323338553,73
73,2016-02,493,10311.569543819305,73
73,2016-03,637,10177.515382411588,73
73,2016-04,625,10217.12090040129,73
73,2016-05,550,10156.601868837903,73
73,2016-06,714,10398.117451697011,73
73,2016-07,552,10549.8423884155,73
73,2016-08,550,10624.446503596875,73
73,2016-09,720,10629.503322711542,73
73,2016-10,544,10386.38129637217,73
73,2016-11,541,10546.632868176994,73
73,2016-12,710,10155.922378337798,73
73,2017-01,549,10349.731869965779,73
73,2017-02,648,9717.773721125002,73
73,2017-03,573,9825.827793417913,73
73,2017-04,528,8964.243508733938,73
73,2017-05,744,9045.5650173546,73
73,2017-06,528,9620.58992819449,73
73,2017-07,552,10024.431805269194,73
73,2017-08,744,10067.581378795549,73
73,2017-09,528,9040.76532570117,73
73,2017-10,621,8854.434578759481,73
74,2015-12,1966,4070.2859516622857,74
74,2016-01,2592,4213.795323375194,74
74,2016-02,2204,4069.627420129992,74
74,2016-03,2564,3838.6891551321355,74
74,2016-04,2299,4365.505769684062,74
74,2016-05,2592,4699.661781798672,74
74,2016-06,2304,5079.787838059169,74
74,2016-07,2592,5677.020165010816,74
74,2016-08,2060,5622.740740750783,74
74,2016-09,1855,4894.547432282123,74
74,2016-10,2396,4438.52647957304,74
74,2016-11,2470,4324.526143182131,74
74,2016-12,2237,4339.993935087564,74
74,2017-01,2395,4385.529870106172,74
74,2017-02,2302,4345.940721909912,74
74,2017-03,2510,4142.586975319535,74
74,2017-04,2382,3958.3960379959503,74
74,2017-05,2438,4335.810266063188,74
74,2017-06,2451,5105.58156545693,74
74,2017-07,2394,5374.62324913096,74
74,2017-08,2572,5461.433828153716,74
74,2017-09,2304,4388.730579724239,74
74,2017-10,2592,3999.2434834429864,74
74,2017-11,186,3513.5724796666636,74
75,2016-01,960,4259.4649725624895,75
76,2015-12,38,57411.449288178286,76
76,2016-01,743,53195.08298363656,76
76,2016-02,504,50800.159579816136,76
76,2016-03,636,49670.63876081692,76
76,2016-04,630,54173.379110212496,76
76,2016-05,543,59882.15570305133,76
76,2016-06,718,68098.03165553945,76
76,2016-07,552,72229.99525684648,76
76,2016-08,550,73214.34851797484,76
76,2016-09,704,67766.71642904443,76
76,2016-10,552,62911.92448085911,76
76,2016-11,542,58314.38370652362,76
76,2016-12,708,61273.19278735358,76
76,2017-01,547,64738.11574475125,76
76,2017-02,646,56546.96430096036,76
76,2017-03,577,53751.13738027475,76
76,2017-04,528,56498.591287870106,76
76,2017-05,744,66153.63531753929,76
76,2017-06,528,78362.53149842673,76
76,2017-07,552,76934.45349683645,76
76,2017-08,744,77399.05924297577,76
76,2017-09,528,59902.65390536482,76
76,2017-10,618,54279.097680460945,76
77,2014-07,321,3681.5642749541316,77
77,2014-08,641,4504.253061669071,77
77,2014-09,629,8155.18769097352,77
77,2014-10,552,7570.446714941611,77
77,2014-11,719,5556.151172097988,77
77,2014-12,552,5867.781524023281,77
77,2015-01,552,6029.284792426246,77
77,2015-02,672,6715.1035521373,77
77,2015-03,541,7231.118337513213,77
77,2015-04,555,7323.098420542165,77
77,2015-05,681,7225.480490649817,77
77,2015-06,528,6845.199374444402,77
77,2015-07,719,7552.5744837923685,77
77,2015-08,577,7133.2927829305245,77
77,2015-09,528,7045.4413478566985,77
77,2015-10,744,6461.580334917243,77
77,2015-11,528,6998.179799217938,77
77,2015-12,551,6887.840426185726,77
77,2016-01,743,6913.234884708089,77
77,2016-02,183,6934.189000781389,77
78,2014-07,13,17519249.03130756,78
78,2014-08,31,14855755.681683091,78
78,2014-09,30,1107129.1246104403,78
78,2014-10,31,1083715.1412376345,78
78,2014-11,30,1035125.2783389646,78
78,2014-12,31,1102444.8830184804,78
78,2015-01,31,1112225.167661034,78
78,2015-02,28,1116881.4784836348,78
78,2015-03,31,1140346.8725335288,78
78,2015-04,30,1159844.2266824422,78
78,2015-05,31,1130512.4034885236,78
78,2015-06,30,1160721.4119532455,78
78,2015-07,13,1121856.7925327583,78
83,2015-02,23,286021.48504594713,83
83,2015-03,30,283796.1521953285,83
83,2015-04,30,295317.3272152453,83
83,2015-05,31,325918.08924676763,83
83,2015-06,29,365608.11643668654,83
83,2015-07,29,429231.1328534596,83
83,2015-08,30,389652.0709915442,83
83,2015-09,30,340743.5036511134,83
83,2015-10,31,332709.7280583164,83
83,2015-11,30,317767.3477253159,83
83,2015-12,31,329642.78651106806,83
83,2016-01,31,320457.4904264578,83
83,2016-04,28,322935.1781186233,83
83,2016-05,28,348762.25231850025,83
83,2016-06,28,404304.9433684126,83
84,2015-06,477,3006.465081821097,84
84,2015-07,2415,3874.848017908983,84
84,2015-08,2575,3157.4324286156293,84
84,2015-09,2304,3517.5316963773,84
84,2015-10,2592,3406.185376386594,84
84,2015-11,2304,3660.5818639734957,84
84,2015-12,2592,2868.434964933872,84
84,2016-01,2400,1287.1141473724178,84
84,2016-02,2400,1209.9197893797898,84
84,2016-03,2396,1155.1647639483892,84
84,2016-04,2400,998.5494674222875,84
84,2016-05,2400,982.2036601966392,84
84,2016-06,2496,905.1182126739045,84
84,2016-07,2400,1020.0119163803581,84
84,2016-08,2451,895.118384620068,84
84,2016-09,2437,923.6287325302131,84
84,2016-10,2400,919.7146836578693,84
84,2016-11,2475,868.2594985690403,84
84,2016-12,1764,929.5326807836577,84
84,2017-01,2299,1027.9495743654245,84
84,2017-02,2038,993.095236500929,84
84,2017-03,2323,897.4028385494266,84
84,2017-04,283,828.2925955905923,84
85,2015-04,661,8175.97116409011,85
85,2015-05,303,7274.306157165292,85
86,2014-10,367,10448.915815151888,86
86,2014-11,596,8977.939578278161,86
86,2014-12,676,10392.076558879142,86
86,2015-01,552,11760.561959811388,86
86,2015-02,672,11926.292973983987,86
86,2015-03,550,8930.41681585423,86
86,2015-04,528,8364.620977759421,86
86,2015-05,744,11071.587779176745,86
86,2015-06,528,13354.874607231986,86
86,2015-07,568,16561.417284531282,86
86,2015-08,728,14147.177480292645,86
86,2015-09,528,12994.189981576666,86
86,2015-10,672,10219.545126049694,86
86,2015-11,600,8510.904134398972,86
86,2015-12,552,10324.951531289553,86
86,2016-01,744,10621.442213285776,86
86,2016-02,502,9238.02266980206,86
86,2016-03,546,8381.272574229315,86
86,2016-04,646,7722.423363392273,86
86,2016-05,552,8902.938852277413,86
86,2016-06,596,11767.612339451804,86
86,2016-07,674,15123.192002517028,86
86,2016-08,552,14424.090595894155,86
86,2016-09,696,11983.143388768049,86
86,2016-10,572,7780.267965503861,86
86,2016-11,524,7866.772109598777,86
86,2016-12,720,9980.143795693875,86
86,2017-01,485,11892.598293199217,86
86,2017-02,391,9560.63014470211,86
87,2014-12,2246,2018.424012505544,87
87,2015-01,2574,1926.3661294520157,87
87,2015-02,2130,1930.7666871326746,87
87,2015-03,2588,2073.474366223158,87
87,2015-04,2304,2324.7539060205177,87
87,2015-05,2592,2489.296814634034,87
87,2015-06,2304,2654.0840579282412,87
87,2015-07,2538,3416.539537564267,87
87,2015-08,2454,3428.5507572120605,87
87,2015-09,2366,2650.019459949637,87
87,2015-10,2530,2184.970753652865,87
87,2015-11,2304,2070.2473153201895,87
87,2015-12,2592,2046.355160912783,87
87,2016-01,2400,2096.169946282067,87
87,2016-02,2400,2122.100666013561,87
87,2016-03,2396,2176.8783070335357,87
87,2016-04,2432,2414.68699271388,87
87,2016-05,2400,2646.1164830900543,87
87,2016-06,2496,3227.230609269081,87
87,2016-07,2393,3289.868187448619,87
87,2016-08,2574,3045.3409573585886,87
87,2016-09,2322,2900.0684514576474,87
87,2016-10,2498,2207.427058378005,87
87,2016-11,2398,1959.822085762342,87
87,2016-12,2412,1930.503467935431,87
87,2017-01,2570,1942.9231732940834,87
87,2017-02,2058,2167.504533813224,87
87,2017-03,1928,2302.60464052255,87
88,2015-01,1926,4678.25789883181,88
88,2015-02,2163,4638.319822743219,88
88,2015-03,2588,4696.379121703625,88
88,2015-04,2304,4568.194796010612,88
88,2015-05,2575,5089.565424711637,88
88,2015-06,2317,5715.85008201967,88
88,2015-07,2501,6901.179019547581,88
88,2015-08,2487,6790.10754070233,88
88,2015-09,2327,5773.842997073182,88
88,2015-10,2543,5239.068833546134,88
88,2015-11,2304,5029.017932024988,88
88,2015-12,2592,1522.913095229637,88
88,2016-01,2400,1509.0643319770113,88
88,2016-02,2400,1388.5746514507732,88
88,2016-03,2365,1418.6564877538078,88
88,2016-04,2421,1524.5114086595527,88
88,2016-05,2380,1632.2540613665826,88
88,2016-06,2496,1874.457267324501,88
88,2016-07,2381,2098.7456411172698,88
88,2016-08,2539,2169.7991183317695,88
88,2016-09,2151,1874.8517078135583,88
88,2016-10,2463,1259.1020341745782,88
88,2016-11,2429,1203.4912397903151,88
88,2016-12,2358,1233.3458005152613,88
88,2017-01,2254,1276.1770457911523,88
88,2017-02,1931,1425.8487322684734,88
88,2017-03,901,1189.874310445731,88
89,2015-07,1926,314.99912952338116,89
89,2015-08,2544,59.45102290031716,89
89,2015-09,2304,158.83859322823886,89
89,2015-10,2592,161.76010887211675,89
89,2015-11,2304,170.61004407340383,89
89,2015-12,2592,119.45668285960028,89
89,2016-01,2400,136.03284680487403,89
89,2016-02,2396,176.17103886861705,89
89,2016-03,2145,194.81731463722178,89
89,2016-04,2496,167.2949959049975,89
89,2016-05,2400,175.53662851295582,89
89,2016-06,2496,152.77807525495285,89
89,2016-07,2396,158.13551915830672,89
89,2016-08,2471,70.8033688413203,89
89,2016-09,2412,177.53319277471263,89
89,2016-10,2408,154.0488430265636,89
89,2016-11,2476,173.29454051527935,89
89,2016-12,1368,162.02625087663668,89
90,2015-02,24,140556.37128007118,90
90,2015-03,31,95806.0749174504,90
90,2015-04,30,45758.90684673243,90
90,2015-05,31,44245.80568164925,90
90,2015-06,30,62178.4672034723,90
90,2015-07,31,127034.50719076689,90
90,2015-08,31,66167.27983934482,90
90,2015-09,30,41123.36658326499,90
90,2015-10,31,42419.46438867866,90
90,2015-11,30,81358.08357375332,90
90,2015-12,31,126678.33292967977,90
90,2016-01,30,164142.50116986982,90
90,2016-03,0,,90
90,2016-04,26,30949.468621209355,90
90,2016-05,31,29471.567542784967,90
90,2016-06,28,29840.194529484375,90
92,2015-05,189,22.514113511414042,92
92,2015-06,2496,73.81363968397295,92
92,2015-07,2393,181.4452524274026,92
92,2015-08,2592,178.64486039087623,92
92,2015-09,2304,125.68025928687338,92
92,2015-10,2537,360.1307371547617,92
92,2015-11,2295,250.54549114911046,92
92,2015-12,2475,290.8285199921374,92
92,2016-01,2517,249.4726639716562,92
92,2016-02,2207,278.1485514502964,92
92,2016-03,2491,184.27112471633444,92
92,2016-04,2267,114.83649233382071,92
92,2016-05,2573,117.82347901161839,92
92,2016-06,2304,77.48941270455781,92
92,2016-07,2582,197.30796749975678,92
92,2016-08,2400,112.79820420764352,92
92,2016-09,2492,135.06378791926844,92
92,2016-10,2390,350.0449065389822,92
92,2016-11,2494,345.4399639773087,92
92,2016-12,1999,245.80233462981332,92
93,2014-05,145,110.06979903638812,93
93,2014-06,706,114.73490950127301,93
93,2014-07,530,17.16654535860245,93
93,2014-08,463,28110.91644957711,93
93,2014-09,718,76038.71968434086,93
93,2014-10,548,139402.12080099093,93
93,2014-11,531,139528.13593096146,93
93,2014-12,498,137668.10328613248,93
93,2015-01,514,122552.34011246801,93
93,2015-02,626,159491.61082739456,93
93,2015-03,558,145452.80258737731,93
93,2015-04,468,133602.25144958094,93
93,2015-05,711,125071.28196593266,93
93,2015-06,497,124101.21556795604,93
93,2015-07,540,115656.86853498704,93
93,2015-08,721,242529190.22644076,93
93,2015-09,508,83322.80533952551,93
93,2015-10,550,111939.90411501292,93
93,2015-11,649,130569.31876805962,93
93,2015-12,542,71017.21101425281,93
93,2016-01,700,102066.82369395625,93
93,2016-02,520,781846825.1442497,93
93,2016-03,527,123819.85960086274,93
93,2016-04,658,1460157965.858126,93
93,2016-05,537,125534.73383051237,93
93,2016-06,521,115841.38877716831,93
93,2016-07,715,70978.83112042153,93
93,2016-08,545,7798.38659018449,93
93,2016-09,630,88273.72658705663,93
93,2016-10,613,123863.58111561504,93
93,2016-11,517,130705.12090572533,93
93,2016-12,691,124471.46325614829,93
93,2017-01,398,161343.63383834774,93
93,2017-02,417,153393.8714227599,93
93,2017-03,681,143691.36851734418,93
93,2017-04,158,142073.98641731625,93
94,2015-07,31,5899449.6903677285,94
94,2015-08,31,2390086.500710139,94
94,2015-09,30,5465713.295417846,94
94,2015-10,31,5409054.221127238,94
94,2015-11,29,5706294.360900227,94
94,2015-12,31,4231628.859324856,94
94,2016-01,31,4883316.599596252,94
94,2016-02,29,5486329.891653105,94
94,2016-03,26,5206245.742316826,94
94,2016-04,30,4809178.821084458,94
94,2016-05,31,5131686.579004907,94
94,2016-06,24,5081406.553309296,94
96,2015-06,10,1487.7664178937673,96
96,2015-07,744,1782.3279986514895,96
96,2015-08,552,1596.261225928765,96
96,2015-09,622,2567.09744887133,96
96,2015-10,650,3032.2118825124826,96
96,2015-11,528,3067.6562607071264,96
96,2015-12,744,2548.1123217981954,96
96,2016-01,552,2737.79942833039,96
96,2016-02,503,27178.624453673423,96
96,2016-03,742,30591.39862097302,96
96,2016-04,508,30325.773594774484,96
96,2016-05,569,30624.033387442294,96
96,2016-06,702,31284.092803653595,96
96,2016-07,549,32257.00615666311,96
96,2016-08,674,31360.08927703024,96
96,2016-09,598,30967.431269255543,96
96,2016-10,552,30333.815027789624,96
96,2016-11,718,29731.932434222326,96
96,2016-12,550,29314.84006546159,96
96,2017-01,466,29167.053436259837,96
98,2014-11,120,95291.46718484668,98
98,2014-12,738,107765.90646245923,98
98,2015-01,544,124414.1342592702,98
98,2015-02,512,121701.58061580725,98
98,2015-03,710,81112.28242027393,98
98,2015-04,526,71428.96715347137,98
98,2015-05,687,70602.7886747622,98
98,2015-06,583,90225.91234747677,98
98,2015-07,552,115320.51177245883,98
98,2015-08,735,89639.13650933966,98
98,2015-09,527,62643.943708882696,98
98,2015-10,541,65661.80297903769,98
98,2015-11,714,79591.10545777416,98
98,2015-12,551,100906.99693660051,98
98,2016-01,586,109099.50088709703,98
98,2016-02,659,97283.97405839211,98
98,2016-03,548,81830.20643448869,98
98,2016-04,680,64194.91415256411,98
98,2016-05,556,64581.97720097316,98
98,2016-06,526,71499.09236409316,98
98,2016-07,744,89870.42762881528,98
98,2016-08,552,90408.1579563516,98
98,2016-09,528,81386.94160375478,98
98,2016-10,744,64725.29889397598,98
98,2016-11,515,81421.35777131672,98
98,2016-12,640,110797.9150211931,98
98,2017-01,643,147520.30554174146,98
98,2017-02,454,129066.02618881299,98
98,2017-03,710,83821.72418250181,98
98,2017-04,40,77159.6086087846,98
99,2014-11,462,6759.348571925227,99
99,2014-12,544,6784.120666709071,99
99,2015-01,743,7629.402652781552,99
99,2015-02,480,6502.53874655664,99
99,2015-03,650,6142.919251620792,99
99,2015-04,616,6332.3873714584515,99
99,2015-05,552,6241.8422752696,99
99,2015-06,716,6232.285623869438,99
99,2015-07,551,5495.286262831812,99
99,2015-08,552,5760.144865936559,99
99,2015-09,718,6339.600316105156,99
99,2015-10,552,6255.539210418941,99
99,2015-11,548,5834.146659613581,99
99,2015-12,722,4027.2650857418776,99
99,2016-01,552,4110.8048342970615,99
99,2016-02,654,3903.0638292205354,99
99,2016-03,588,4058.643646184355,99
99,2016-04,500,3818.769006729156,99
99,2016-05,744,4629.714863662958,99
99,2016-06,528,3788.2136176474055,99
99,2016-07,552,3374.634496150943,99
99,2016-08,744,3397.2417123418463,99
99,2016-09,526,3686.2086175797444,99
99,2016-10,602,3615.6185935704516,99
99,2016-11,665,3709.7159555733206,99
99,2016-12,552,4147.043478720052,99
99,2017-01,706,3894.182057897742,99
99,2017-02,511,4168.052715185979,99
99,2017-03,439,3956.3193300663065,99
100,2015-03,610,752.6383053263313,100
100,2015-04,527,719.15166269694,100
100,2015-05,596,3525.6775635569975,100
100,2015-06,527,11323.745322427842,100
100,2015-07,551,12488.657569247434,100
100,2015-08,744,11300.064866332297,100
100,2015-09,527,10626.162918291167,100
100,2015-10,584,11120.809682705605,100
100,2015-11,688,12211.178568483341,100
100,2015-12,552,3284.5774749669827,100
100,2016-01,688,3150.629366225541,100
100,2016-02,560,3071.354332806595,100
100,2016-03,548,2904.876601058353,100
100,2016-04,686,2798.920601846707,100
100,2016-05,552,2613.561360693006,100
100,2016-06,528,3529.0973735146026,100
100,2016-07,742,3462.075138693892,100
100,2016-08,552,2838.9962859775183,100
100,2016-09,612,3057.795735053445,100
100,2016-10,660,2557.7766474245113,100
100,2016-11,528,2454.511910750694,100
100,2016-12,740,2256.8060578022328,100
100,2017-01,550,2344.0034245952684,100
100,2017-02,474,2385.59458866006,100
100,2017-03,709,2435.163187521145,100
100,2017-04,134,2421.035805295882,100
101,2015-04,8,563.1416361270385,101
101,2015-05,744,803.9746134030671,101
101,2015-06,212,630.2709314220845,101
102,2015-01,5,185492.46696710176,102
102,2015-02,28,171288.1410600418,102
102,2015-03,31,126429.70639415701,102
102,2015-04,30,84104.27474238229,102
102,2015-05,31,58351.85480359542,102
102,2015-06,30,68776.16240757969,102
102,2015-07,31,105286.51404421503,102
102,2015-08,31,64456.25141500124,102
102,2015-09,30,65516.05388437076,102
102,2015-10,31,83952.67408371413,102
102,2015-11,30,133865.3774749769,102
102,2015-12,31,145759.80927487768,102
102,2016-01,21,164909.93993908545,102
102,2016-03,10,114248.98954154644,102
102,2016-04,30,82580.19577996734,102
102,2016-05,31,70121.84153084512,102
102,2016-06,19,56982.34788479907,102
105,2015-01,962,11959.594502748121,105
106,2013-01,2512,168697.51149058904,106
106,2013-02,2169,176955.17380936217,106
106,2013-03,2400,158544.51288705878,106
106,2013-04,2280,141485.22154528808,106
106,2013-05,2467,154126.9508326024,106
106,2013-06,2242,168635.34216366825,106
106,2013-07,2509,189027.31467735703,106
106,2013-08,2328,167259.96484964667,106
106,2013-09,2435,189272.74708215904,106
106,2013-10,2330,180532.23938480232,106
106,2013-11,2414,167491.804888114,106
106,2013-12,2324,167006.3570479906,106
106,2014-01,2454,164845.88289446261,106
106,2014-02,2114,172144.09642547145,106
106,2014-03,2508,171140.30906335393,106
106,2014-04,2206,159829.99400837303,106
106,2014-05,2494,148432.75693051788,106
106,2014-06,2280,182721.2635650257,106
106,2014-07,2436,198617.94475367857,106
106,2014-08,1863,153159.72971370284,106
107,2013-01,2512,69640.99424494426,107
107,2013-02,2169,73049.8875293627,107
107,2013-03,2400,65449.67623989578,107
107,2013-04,2280,58407.33163351813,107
107,2013-05,2467,63626.03692896116,107
107,2013-06,2242,69615.32976596025,107
107,2013-07,2509,78033.45773904589,107
107,2013-08,2328,69047.5523117223,107
107,2013-09,2435,78134.77610787845,107
107,2013-10,2330,74526.5566334408,107
107,2013-11,2414,69143.25953728831,107
107,2013-12,2324,68942.85901008705,107
107,2014-01,2454,68050.98119420955,107
107,2014-02,2114,71063.79888203724,107
107,2014-03,2508,70649.41962243404,107
107,2014-04,2206,65980.3431275127,107
107,2014-05,2494,61275.38385020022,107
107,2014-06,2280,75430.22035076533,107
107,2014-07,2436,81992.62114370441,107
107,2014-08,1863,63226.7527914555,107
108,2015-06,2488,31678.393078171808,108
108,2015-07,2400,37394.41585185661,108
108,2015-08,2592,10980.477983407967,108
108,2015-09,2297,33636.3921192093,108
108,2015-10,2592,32245.56518356065,108
108,2015-11,2304,34799.44145141691,108
108,2015-12,2568,23587.88790846127,108
108,2016-01,2400,28884.581653830173,108
108,2016-02,2400,34961.082176208176,108
108,2016-03,2400,36643.182954192234,108
108,2016-04,2436,36091.95709392974,108
108,2016-05,2400,32849.10395575427,108
108,2016-06,2444,37031.09450992022,108
108,2016-07,2440,37567.29303954905,108
108,2016-08,2396,9970.668302598822,108
108,2016-09,2496,36309.051029061586,108
108,2016-10,2400,34971.51979207411,108
108,2016-11,2490,32589.007998191784,108
108,2016-12,2400,26996.066298739697,108
108,2017-01,2572,34197.135181994025,108
108,2017-02,2112,36360.26610288398,108
108,2017-03,2568,36235.76992442758,108
108,2017-04,220,26850.570016679103,108
109,2015-02,34,5341.622794401572,109
109,2015-03,2588,5105.196959205936,109
109,2015-04,2300,6320.834655263051,109
109,2015-05,2592,5789.543393436801,109
109,2015-06,2304,7699.510741934482,109
109,2015-07,2586,12272.240882557659,109
109,2015-08,2400,11135.482485611843,109
109,2015-09,2496,6818.06085320912,109
109,2015-10,2400,7511.167802972241,109
109,2015-11,2458,7226.986759677209,109
109,2015-12,2434,2138.4237206064713,109
109,2016-01,2400,1915.4487695706594,109
109,2016-02,2394,1332.381596366293,109
109,2016-03,2388,1711.5529247573659,109
109,2016-04,2428,1418.990975532196,109
109,2016-05,2400,1428.4796045696144,109
109,2016-06,2494,1815.8882845297844,109
109,2016-07,2396,3518.6578442258237,109
109,2016-08,2590,3904.157675863746,109
109,2016-09,2304,2118.835447481999,109
109,2016-10,2592,1550.4048522548187,109
109,2016-11,2300,1739.5932843247217,109
109,2016-12,2568,2224.8218915324956,109
109,2017-01,2402,1692.356551805148,109
109,2017-02,2302,1676.892205421903,109
109,2017-03,982,1388.235502411438,109
110,2015-06,24,4602.394031301228,110
110,2015-07,31,4952.674693541023,110
110,2015-08,31,3094.6013313072863,110
110,2015-09,30,4130.76338317619,110
110,2015-10,31,15024.172090034575,110
110,2015-11,30,21573.563391991807,110
110,2015-12,31,21108.932758653064,110
110,2016-01,31,24118.353382085126,110
110,2016-02,29,23490.176209203473,110
110,2016-03,31,19781.47676245855,110
110,2016-04,30,10755.141020774445,110
110,2016-05,31,10283.70162634728,110
110,2016-07,1,9385.061662389897,110
110,2016-08,31,6946.994471813154,110
110,2016-09,30,7889.282348227016,110
110,2016-10,28,14705.99195327796,110
111,2015-02,15,369537.4136740857,111
111,2015-03,31,339431.2216882388,111
111,2015-04,30,290174.2262276822,111
111,2015-05,31,327254.7860489344,111
111,2015-06,30,241817.9736912176,111
111,2015-07,31,149994.1638495735,111
111,2015-08,31,136266.08077047684,111
111,2015-09,30,284775.0151811283,111
111,2015-10,31,350188.86615741975,111
111,2015-11,30,340634.3830935811,111
111,2015-12,31,289818.09122188215,111
111,2016-01,31,333253.81774574745,111
111,2016-02,8,381077.943426521,111
111,2016-04,22,319221.88749387383,111
111,2016-05,31,325482.3991548787,111
111,2016-06,30,226276.2917813902,111
111,2016-07,7,228889.1654624864,111
112,2014-09,536,1733.8062614615894,112
112,2014-10,549,1846.3188536501764,112
112,2014-11,720,1971.5448008556702,112
112,2014-12,552,1828.3341143597952,112
112,2015-01,552,1935.6010859376904,112
112,2015-02,672,1865.982289975289,112
112,2015-03,550,1821.0865353366266,112
112,2015-04,679,1727.0961971864106,112
112,2015-05,591,1929.1360719107677,112
112,2015-06,524,1650.7755775101687,112
112,2015-07,742,1538.1638472925601,112
112,2015-08,552,1071.1532022127255,112
112,2015-09,528,1236.0087150911222,112
112,2015-10,744,1718.1609304922358,112
112,2015-11,528,1798.6832383739265,112
112,2015-12,602,1433.2363479758644,112
112,2016-01,693,1296.4418442899803,112
112,2016-02,477,1568.519388880249,112
112,2016-03,440,1503.6107382931,112
112,2016-04,538,1708.1997012073775,112
112,2016-05,552,1797.7389553180153,112
112,2016-06,682,1715.8481725692614,112
112,2016-07,0,,112
115,2014-06,1104,51771.636007560344,115
115,2014-07,2592,51083.04072627913,115
115,2014-08,2400,50472.21961421659,115
115,2014-09,2496,51022.02722823094,115
115,2014-10,2400,49944.6824475145,115
115,2014-11,2496,48040.16568567544,115
115,2014-12,2400,45841.31577318379,115
115,2015-01,2428,44856.562835890094,115
115,2015-02,2276,46721.44147978648,115
115,2015-03,2540,49295.09049481565,115
115,2015-04,2352,50674.84741367172,115
115,2015-05,2468,52179.26801927237,115
115,2015-06,2428,53550.56703177433,115
115,2015-07,2400,56483.13010147734,115
115,2015-08,2592,54262.405340413905,115
115,2015-09,2304,52557.66105758448,115
115,2015-10,2592,50919.90829830437,115
115,2015-11,2304,49877.76587951602,115
115,2015-12,2592,48193.08782227188,115
115,2016-01,2372,45262.399041203105,115
115,2016-02,2400,48804.50260728213,115
115,2016-03,2400,50007.500970682755,115
115,2016-04,2496,51862.72818176884,115
115,2016-05,2395,51659.69479414471,115
115,2016-06,2496,52552.51053015317,115
115,2016-07,2400,55099.32140988938,115
115,2016-08,2422,54924.92114535239,115
115,2016-09,2462,54200.96407176003,115
115,2016-10,2400,53368.67861839343,115
115,2016-11,2491,51230.041970461876,115
115,2016-12,1308,49858.91871886059,115
116,2015-11,1,2126465.544217732,116
116,2015-12,31,2109745.8474643184,116
116,2016-01,31,2108191.5278412043,116
116,2016-02,29,2154302.0625623795,116
116,2016-03,31,2191176.531400613,116
116,2016-04,30,2189189.7359852833,116
116,2016-05,31,2221575.9256392596,116
116,2016-06,30,2222706.773426717,116
116,2016-07,31,2268646.99929502,116
116,2016-08,31,2246340.3749913806,116
116,2016-09,30,2251606.078958884,116
116,2016-10,31,2274456.403955066,116
116,2016-11,23,2252725.3770195,116
116,2017-01,3,2297195.8724764143,116
116,2017-02,28,2308425.8674663543,116
116,2017-03,31,2317542.8218504097,116
116,2017-04,22,2325710.1812573806,116
117,2015-11,45,1087046.6308207898,117
117,2015-12,717,625942.0288813716,117
117,2016-01,552,255732.86222893524,117
117,2016-02,587,468409.7340564021,117
117,2016-03,659,733742.8344513673,117
117,2016-04,528,1152524.4228055454,117
117,2016-05,739,1325915.1515497724,117
117,2016-06,533,1002887.6050668575,117
117,2016-07,552,1346802.1160697732,117
117,2016-08,743,1036031.0387315224,117
117,2016-09,528,1055913.9653595379,117
117,2016-10,552,1121784.1572654853,117
117,2016-11,717,889870.3340823383,117
117,2016-12,552,508013.79355047137,117
117,2017-01,639,663233.3941529046,117
117,2017-02,585,661388.1187375766,117
117,2017-03,550,724467.8034711506,117
117,2017-04,720,1199312.902119556,117
117,2017-05,552,1157789.0711906871,117
117,2017-06,528,1382837.173988962,117
117,2017-07,744,1394184.6646277308,117
117,2017-08,552,1268640.1309235636,117
117,2017-09,587,1360071.4872119424,117
118,2014-08,19,1682918.9805480333,118
118,2014-09,30,3295725.7770142932,118
118,2014-10,31,3264972.2514687562,118
118,2014-11,30,3486624.888020451,118
118,2014-12,31,2921916.2396779386,118
118,2015-01,31,2632893.539991135,118
118,2015-02,28,3084751.598852303,118
118,2015-03,31,3206522.830925349,118
118,2015-04,30,3186371.6285686432,118
118,2015-05,31,2986537.133300942,118
118,2015-06,28,3386968.417707742,118
118,2015-07,31,3997219.5765086883,118
118,2015-08,7,2813343.7805299764,118
118,2015-10,25,3342606.551631674,118
118,2015-11,30,3655378.421718997,118
118,2015-12,29,3236746.7742990344,118
118,2016-01,4,1031575.0839054089,118
119,2014-12,2435,2058.6439001905196,119
119,2015-01,2400,1964.9670785974788,119
119,2015-02,2304,1924.5653241627685,119
119,2015-03,2497,2002.5069462076824,119
119,2015-04,2395,2855.7612972830325,119
119,2015-05,2425,3022.817105573213,119
119,2015-06,2471,3185.48128988324,119
119,2015-07,2400,3124.72873234187,119
119,2015-08,2592,3148.5602165541404,119
119,2015-09,2304,3142.868625253799,119
119,2015-10,2592,3388.475126659142,119
119,2015-11,2304,3373.8127663090963,119
119,2015-12,2495,3517.1366340571853,119
119,2016-01,2400,3605.8399823376135,119
119,2016-02,2400,3610.2824307821797,119
119,2016-03,2400,3583.114762574074,119
119,2016-04,2496,3620.5913668810635,119
119,2016-05,2400,3669.7336953589793,119
119,2016-06,2461,3700.5291308934115,119
119,2016-07,2435,3732.0013107406453,119
119,2016-08,2400,3733.653844032751,119
119,2016-09,2496,3741.5187411247994,119
119,2016-10,2400,3723.300509594572,119
119,2016-11,2496,3564.1759416395644,119
119,2016-12,2400,3857.6326478683327,119
119,2017-01,2592,3982.298498924082,119
